ID,Где проводился тест,Предусловия,Описание функционала,Шаги,Ожидаемый результат,Что будет после шагов,Приоритет,Дата создания
TC_1754673311,test,"Активная ТДД акция, авторизованный пользователь","Корзина, активировалась акция ТДД при признаке isallproductincluded:false","1. Добавить товары ТДД и не ТДД в корзину 2. Зафиксировать, что в ответе /v1/recalculate пришла активная акция ТДД",Акция не должна применяться,"Товары будут выбраны в корзине, статичное поведение",1П,2025-08-08 21:15:11
